Book_ID,Keyword,Etext Number,Authors,LoCC,Published Year,Author Gender,Assigned_Gender,Character_Name,Verb,Role,Agency,Power,Sentiment
345,laudanum,345,"Stoker, Bram",PR,1897,male,Female,Helsing,leave,theme,,-1.0,0.1
345,laudanum,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,follow,theme,,1.0,0.233333333333
345,laudanum,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,say,agent,1.0,0.0,0.166666666667
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,cheerily:--,mix,agent,1.0,1.0,
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,cheerily:--,call,agent,1.0,-1.0,0.2
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,cheerily:--,mix,agent,1.0,1.0,
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,cheerily:--,call,agent,1.0,-1.0,0.2
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,cheerily:--,bid,theme,,-1.0,
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,cheerily:--,add,agent,1.0,1.0,0.366666666667
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,cheerily:--,bend,agent,1.0,1.0,
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,say,agent,1.0,0.0,0.166666666667
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,proceed,agent,1.0,,0.1
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,know,agent,-1.0,1.0,0.5
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,experience,agent,-1.0,-1.0,0.533333333333
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,love,agent,1.0,0.0,0.566666666667
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,say,agent,1.0,0.0,0.166666666667
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,smile,agent,1.0,,0.433333333333
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Lucy,replied:--,agent,,,
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,murmur,agent,0.0,0.0,
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,go,agent,0.0,0.0,0.133333333333
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,stop,agent,1.0,1.0,0.0333333333333
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,say,agent,1.0,0.0,0.166666666667
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,speak,agent,1.0,,0.7
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,take,agent,1.0,0.0,0.6
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,take,agent,1.0,0.0,0.6
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,consult,theme,,1.0,0.266666666667
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,take,agent,1.0,0.0,0.6
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,watch,agent,0.0,1.0,0.6
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,give,agent,1.0,1.0,0.4
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,cry,agent,0.0,,0.333333333333
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,rub,agent,1.0,0.0,
345,narcotic,345,"Stoker, Bram",PR,1897,male,Male,Van Helsing,say,agent,1.0,0.0,0.166666666667
349,narcotic,349,"Stratton-Porter, Gene",PS,1911,female,Female,lady,cry,agent,0.0,,0.333333333333
349,narcotic,349,"Stratton-Porter, Gene",PS,1911,female,Female,lady,give,theme,,-1.0,0.233333333333
349,narcotic,349,"Stratton-Porter, Gene",PS,1911,female,Female,lady,serve,theme,,1.0,0.366666666667
349,narcotic,349,"Stratton-Porter, Gene",PS,1911,female,Female,lady,say,agent,1.0,0.0,0.166666666667
349,narcotic,349,"Stratton-Porter, Gene",PS,1911,female,Female,lady,lean,agent,1.0,,0.266666666667
349,narcotic,349,"Stratton-Porter, Gene",PS,1911,female,Female,lady,say,agent,1.0,0.0,0.166666666667
350,narcotic,350,"Ferber, Edna",PS,1917,female,Female,Fanny,catch,theme,,-1.0,-0.0333333333333
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,come,agent,1.0,,0.3
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,charge,agent,1.0,1.0,0.0666666666667
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,come,agent,1.0,,0.3
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,tell,theme,,0.0,0.3
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,want,theme,,1.0,0.433333333333
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,look,agent,0.0,0.0,0.333333333333
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,read,agent,0.0,1.0,0.233333333333
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,say,agent,1.0,0.0,0.166666666667
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,mention,agent,0.0,-1.0,0.3
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,ask,agent,1.0,-1.0,0.166666666667
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,keep,agent,-1.0,1.0,0.533333333333
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,spend,agent,1.0,1.0,0.333333333333
351,opium,351,"Maugham, W. Somerset (William Somerset)",PR,1915,male,Male,Philip,need,agent,-1.0,-1.0,0.366666666667
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,carry,agent,1.0,1.0,0.3
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,spend,agent,1.0,1.0,0.333333333333
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,come,agent,1.0,,0.3
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,have,agent,,,0.333333333333
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,help,theme,,0.0,0.633333333333
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,go,agent,0.0,0.0,0.133333333333
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,bury,theme,,-1.0,0.466666666667
353,morphine,353,"McCrae, John",PR,1915,male,Male,Gallipoli,lose,theme,,1.0,0.233333333333
363,narcotic,363,"Burroughs, Edgar Rice",PS,1917,male,Male,Bridge,suppress,agent,1.0,1.0,0.1
363,morphine,363,"Burroughs, Edgar Rice",PS,1917,male,Male,Charlie,make,theme,,-1.0,-0.0666666666667
363,morphine,363,"Burroughs, Edgar Rice",PS,1917,male,Male,Charlie,draw,agent,1.0,1.0,0.1
363,morphine,363,"Burroughs, Edgar Rice",PS,1917,male,Male,Charlie,regret,agent,-1.0,-1.0,-0.0666666666667
363,morphine,363,"Burroughs, Edgar Rice",PS,1917,male,Male,Charlie,see,agent,-1.0,0.0,0.433333333333
363,morphine,363,"Burroughs, Edgar Rice",PS,1917,male,Male,Charlie,hear,agent,-1.0,-1.0,0.3
363,morphine,363,"Burroughs, Edgar Rice",PS,1917,male,Male,Charlie,assure,theme,,-1.0,0.466666666667
387,laudanum,387,"Stevenson, Robert Louis",PR,1890,male,Male,Fanny,tell,theme,,0.0,0.3
387,laudanum,387,"Stevenson, Robert Louis",PR,1890,male,Male,Fanny,meet,theme,,0.0,0.166666666667
387,laudanum,387,"Stevenson, Robert Louis",PR,1890,male,Male,Anonymous,bar,theme,,,0.0
387,laudanum,387,"Stevenson, Robert Louis",PR,1890,male,Male,Anonymous,die,agent,-1.0,,0.3
401,opium,401,"Norris, Frank",PS,1899,male,Female,Loudon Dodds',incase,theme,,,
401,opium,401,"Norris, Frank",PS,1899,male,Female,Loudon Dodds',laugh,agent,1.0,,0.233333333333
401,opium,401,"Norris, Frank",PS,1899,male,Female,Loudon Dodds',tell,agent,1.0,0.0,0.266666666667
423,opium,423,"Doyle, Arthur Conan",PR,1894,male,Female,iris,give,theme,,-1.0,0.233333333333
423,opium,423,"Doyle, Arthur Conan",PR,1894,male,Female,iris,have,agent,,,0.333333333333
423,opium,423,"Doyle, Arthur Conan",PR,1894,male,Female,iris,spring,agent,1.0,,
423,paregoric,423,"Doyle, Arthur Conan",PR,1894,male,Male,D'ye,ask,theme,,1.0,0.2
423,paregoric,423,"Doyle, Arthur Conan",PR,1894,male,Male,D'ye,spit,agent,,,
425,opium,425,"Stevenson, Robert Louis",PN; PR,1881,male,Male,Shakespeare,guide,agent,1.0,1.0,0.166666666667
425,opium,425,"Stevenson, Robert Louis",PN; PR,1881,male,Male,Shakespeare,pick,agent,1.0,1.0,0.3
425,opium,425,"Stevenson, Robert Louis",PN; PR,1881,male,Male,Shakespeare,perceive,agent,-1.0,0.0,0.5
425,anodyne,425,"Stevenson, Robert Louis",PN; PR,1881,male,Male,Anonymous,make,agent,1.0,1.0,0.1
425,anodyne,425,"Stevenson, Robert Louis",PN; PR,1881,male,Male,Anonymous,seek,agent,1.0,-1.0,0.333333333333
425,anodyne,425,"Stevenson, Robert Louis",PN; PR,1881,male,Male,Anonymous,affect,agent,1.0,1.0,0.0666666666667
425,anodyne,425,"Stevenson, Robert Louis",PN; PR,1881,male,Male,Anonymous,have,agent,,,0.333333333333
434,laudanum,434,"Rinehart, Mary Roberts",PS,1907,female,Female,Miss Rachel,find,theme,,0.0,0.466666666667
434,laudanum,434,"Rinehart, Mary Roberts",PS,1907,female,Female,Miss Rachel,whimper,agent,-1.0,,
434,laudanum,434,"Rinehart, Mary Roberts",PS,1907,female,Female,Miss Rachel,do,theme,,-1.0,
434,laudanum,434,"Rinehart, Mary Roberts",PS,1907,female,Female,Miss Rachel,have,agent,,,0.333333333333
434,laudanum,434,"Rinehart, Mary Roberts",PS,1907,female,Female,Miss Rachel,keep,agent,-1.0,1.0,0.533333333333
434,laudanum,434,"Rinehart, Mary Roberts",PS,1907,female,Female,Liddy,keep,agent,-1.0,1.0,0.533333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Female,bush,know,theme,,-1.0,0.366666666667
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Hart,lose,agent,0.0,-1.0,0.1
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Hart,sell,agent,1.0,1.0,0.133333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Hart,break,agent,1.0,1.0,-0.0666666666667
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Hart,find,agent,0.0,0.0,0.3
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Anonymous,wear,agent,1.0,1.0,0.433333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Anonymous,seem,agent,-1.0,,0.133333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Anonymous,seem,agent,-1.0,,0.133333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Anonymous,seek,agent,1.0,-1.0,0.333333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,earn,agent,1.0,0.0,0.533333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,surround,agent,1.0,1.0,-0.0333333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,come,agent,1.0,,0.3
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,instal,theme,,-1.0,
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,prove,agent,1.0,1.0,0.2
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,nerve,theme,,,
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,disable,theme,,,
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Corpse,play,agent,1.0,1.0,0.466666666667
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Kaeia,nerve,theme,,,
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Kaeia,disable,theme,,,
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Kaeia,play,agent,1.0,1.0,0.466666666667
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Kaeia,capitulate,agent,,,
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Kaeia,deprive,theme,,-1.0,0.233333333333
464,opium,464,"Stevenson, Robert Louis",PR,1888,male,Male,Kaeia,depict,theme,,-1.0,0.166666666667
464,anodyne,464,"Stevenson, Robert Louis",PR,1888,male,Male,Rua,find,agent,0.0,0.0,0.3
464,anodyne,464,"Stevenson, Robert Louis",PR,1888,male,Male,Rua,see,agent,-1.0,0.0,0.433333333333
464,anodyne,464,"Stevenson, Robert Louis",PR,1888,male,Male,Rua,leave,theme,,-1.0,0.1
464,anodyne,464,"Stevenson, Robert Louis",PR,1888,male,Male,Rua,have,agent,,,0.333333333333
464,anodyne,464,"Stevenson, Robert Louis",PR,1888,male,Male,Rua,enter,agent,1.0,1.0,0.4
465,anodyne,465,"White, Stewart Edward",PS,1904,male,Female,Desert,kill,agent,1.0,1.0,-0.666666666667
465,anodyne,465,"White, Stewart Edward",PS,1904,male,Female,Desert,strike,agent,1.0,1.0,0.5
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Schomberg,mouth,agent,1.0,0.0,
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Schomberg,reveal,agent,1.0,1.0,0.1
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Schomberg,depart,agent,1.0,-1.0,0.133333333333
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,hunt,theme,,-1.0,
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,display,agent,0.0,1.0,0.1
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,conceal,agent,1.0,0.0,-0.133333333333
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,talk,agent,1.0,,0.166666666667
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,remark,agent,,,
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,kill,theme,,-1.0,0.0666666666667
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,address,agent,-1.0,0.0,0.366666666667
493,opium,493,"Conrad, Joseph",PR,1902,male,Male,Johnson,address,theme,,0.0,0.333333333333
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,say,agent,1.0,0.0,0.166666666667
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,read,agent,0.0,1.0,0.233333333333
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,enjoy,agent,-1.0,-1.0,0.7
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,feel,agent,0.0,0.0,0.366666666667
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,find,agent,0.0,0.0,0.3
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,lie,agent,1.0,,0.0
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,please,theme,,1.0,0.233333333333
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,wonder,agent,-1.0,-1.0,
506,soporific,506,"Burnett, Frances Hodgson",PS,1907,female,Male,Welden,say,agent,1.0,0.0,0.166666666667
507,narcotic,507,"Eliot, George",PR,1859,female,Female,Hetty,draw,agent,1.0,1.0,0.1
507,narcotic,507,"Eliot, George",PR,1859,female,Female,Hetty,think,agent,1.0,0.0,0.2
507,narcotic,507,"Eliot, George",PR,1859,female,Female,Hetty,give,theme,,-1.0,0.233333333333
507,narcotic,507,"Eliot, George",PR,1859,female,Female,Hetty,love,agent,1.0,0.0,0.566666666667
507,narcotic,507,"Eliot, George",PR,1859,female,Female,Hetty,show,theme,,-1.0,0.266666666667
507,narcotic,507,"Eliot, George",PR,1859,female,Female,Hetty,live,agent,0.0,0.0,0.466666666667
507,narcotic,507,"Eliot, George",PR,1859,female,Female,Hetty,see,theme,,0.0,0.4
513,soporific,513,"Hawthorne, Nathaniel",PS,1851,male,Male,Tate,have,theme,,,0.366666666667
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,bring,theme,,-1.0,0.2
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,say,agent,1.0,0.0,0.166666666667
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,fall,agent,1.0,,0.0333333333333
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,go,agent,0.0,0.0,0.133333333333
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,find,agent,0.0,0.0,0.3
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,desire,agent,-1.0,-1.0,
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,go,agent,0.0,0.0,0.133333333333
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,accustom,theme,,,
524,anodyne,524,"Wells, H. G. (Herbert George)",PR,1909,male,Female,Anonymous,put,agent,0.0,1.0,0.266666666667
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,afford,agent,0.0,1.0,0.266666666667
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,take,agent,1.0,0.0,0.6
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,allow,agent,1.0,1.0,0.5
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,pay,agent,0.0,1.0,0.1
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,begrudge,agent,,,
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,scowl,agent,1.0,,
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,raise,agent,1.0,1.0,0.233333333333
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,feel,agent,0.0,0.0,0.366666666667
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,abominate,agent,,,
527,opium,527,"Conrad, Joseph",PR,1900,male,Male,Chinaman,go,agent,0.0,0.0,0.133333333333
537,narcotic,537,"Doyle, Arthur Conan",PR,1919,male,Male,he,hear,agent,-1.0,-1.0,0.3
537,narcotic,537,"Doyle, Arthur Conan",PR,1919,male,Male,he,spring,agent,1.0,,
537,narcotic,537,"Doyle, Arthur Conan",PR,1919,male,Male,he,see,theme,,0.0,0.4
537,narcotic,537,"Doyle, Arthur Conan",PR,1919,male,Male,he,see,theme,,0.0,0.4
537,narcotic,537,"Doyle, Arthur Conan",PR,1919,male,Male,he,cry,agent,0.0,,0.333333333333
537,narcotic,537,"Doyle, Arthur Conan",PR,1919,male,Male,he,listen,agent,1.0,-1.0,
537,narcotic,537,"Doyle, Arthur Conan",PR,1919,male,Male,he,say,agent,1.0,0.0,0.166666666667
541,narcotic,541,"Wharton, Edith",PS,1920,female,Male,Archer,picture,agent,0.0,0.0,
541,narcotic,541,"Wharton, Edith",PS,1920,female,Male,Archer,picture,theme,,0.0,
541,narcotic,541,"Wharton, Edith",PS,1920,female,Male,Archer,find,agent,0.0,0.0,0.3
541,narcotic,541,"Wharton, Edith",PS,1920,female,Male,Archer,follow,agent,-1.0,-1.0,0.233333333333
541,narcotic,541,"Wharton, Edith",PS,1920,female,Male,Archer,expect,theme,,-1.0,0.1
541,narcotic,541,"Wharton, Edith",PS,1920,female,Male,Archer,stand,agent,0.0,,0.266666666667
550,laudanum,550,"Eliot, George",PR,1861,female,Female,Molly,know,agent,-1.0,1.0,0.5
555,narcotic,555,Saki,PR,1912,male,Male,Anonymous,warn,theme,,-1.0,-0.0666666666667
555,narcotic,555,Saki,PR,1912,male,Male,Anonymous,exhort,theme,,,
555,narcotic,555,Saki,PR,1912,male,Female,Lady,remember,agent,0.0,0.0,0.5
555,narcotic,555,Saki,PR,1912,male,Female,Lady,serve,theme,,1.0,0.366666666667
555,narcotic,555,Saki,PR,1912,male,Female,Lady,remind,theme,,-1.0,0.366666666667
555,narcotic,555,Saki,PR,1912,male,Female,Lady,raise,agent,1.0,1.0,0.233333333333
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Anonymous,do,agent,1.0,1.0,
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Anonymous,bear,agent,1.0,0.0,0.166666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Anonymous,hand,theme,,-1.0,0.3
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Anonymous,rise,agent,1.0,,0.366666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Said Chinaman,hand,theme,,-1.0,0.3
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Said Chinaman,rise,agent,1.0,,0.366666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Said Chinaman,notice,agent,0.0,0.0,0.466666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Male,Said Chinaman,turn,agent,1.0,1.0,0.166666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Female,Anonymous,rise,agent,1.0,,0.366666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Male,he,say,agent,1.0,0.0,0.166666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Female,genl’mn,rend,theme,,-1.0,
564,opium,564,"Dickens, Charles",PR,1870,male,Female,genl’mn,reply,agent,-1.0,0.0,0.1
564,opium,564,"Dickens, Charles",PR,1870,male,Female,genl’mn,clutch,agent,1.0,0.0,
564,opium,564,"Dickens, Charles",PR,1870,male,Female,genl’mn,repeat,agent,1.0,-1.0,0.366666666667
564,opium,564,"Dickens, Charles",PR,1870,male,Female,Datchery,reply,agent,-1.0,0.0,0.1
564,opium,564,"Dickens, Charles",PR,1870,male,Female,Datchery,give,theme,,-1.0,0.233333333333
564,opium,564,"Dickens, Charles",PR,1870,male,Female,Datchery,continue,agent,1.0,0.0,0.333333333333
620,narcotic,620,"Carroll, Lewis",PR; PZ,1889,male,Female,Lady Muriel,remark,agent,,,
620,narcotic,620,"Carroll, Lewis",PR; PZ,1889,male,Female,Lady Muriel,draw,agent,1.0,1.0,0.1
620,narcotic,620,"Carroll, Lewis",PR; PZ,1889,male,Female,Lady Muriel,do,agent,1.0,1.0,
620,narcotic,620,"Carroll, Lewis",PR; PZ,1889,male,Female,Lady Muriel,add,agent,1.0,1.0,0.366666666667
620,narcotic,620,"Carroll, Lewis",PR; PZ,1889,male,Female,Lady Muriel,come,agent,1.0,,0.3
622,morphine,622,"Stevenson, Robert Louis",PR,1923,male,Male,Edward Mayhew’s,ail,theme,,,
622,morphine,622,"Stevenson, Robert Louis",PR,1923,male,Male,Edward Mayhew’s,make,agent,1.0,1.0,0.1
622,morphine,622,"Stevenson, Robert Louis",PR,1923,male,Male,Edward Mayhew’s,say,agent,1.0,0.0,0.166666666667
622,morphine,622,"Stevenson, Robert Louis",PR,1923,male,Male,Edward Mayhew’s,know,agent,-1.0,1.0,0.5
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,dare,agent,1.0,1.0,0.3
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,look,agent,0.0,0.0,0.333333333333
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,win,agent,1.0,1.0,0.533333333333
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,walk,agent,1.0,1.0,0.3
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,think,agent,1.0,0.0,0.2
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,review,agent,1.0,0.0,0.0333333333333
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,carry,agent,1.0,1.0,0.3
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,beard,agent,,,
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,bribe,agent,,,
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,bribe,theme,,,
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,persuade,theme,,-1.0,0.166666666667
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,best,agent,,,
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,best,theme,,,
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,disapprove,agent,,,
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Hudig,add,agent,1.0,1.0,0.366666666667
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Hudig,make,agent,1.0,1.0,0.1
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,see,agent,-1.0,0.0,0.433333333333
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,alter,agent,1.0,1.0,0.2
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,see,agent,-1.0,0.0,0.433333333333
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Anonymous,see,agent,-1.0,0.0,0.433333333333
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Jim-Eng,look,agent,0.0,0.0,0.333333333333
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Jim-Eng,talk,agent,1.0,,0.166666666667
638,opium,638,"Conrad, Joseph",PR,1896,male,Male,Jim-Eng,send,agent,1.0,1.0,0.333333333333
655,laudanum,655,"Browning, Robert ; Orr, Sutherland, Mrs.",PR,1891,,Male,Thomas Jones,write,agent,1.0,1.0,0.466666666667
655,laudanum,655,"Browning, Robert ; Orr, Sutherland, Mrs.",PR,1891,,Male,Thomas Jones,write,agent,1.0,1.0,0.466666666667
655,laudanum,655,"Browning, Robert ; Orr, Sutherland, Mrs.",PR,1891,,Male,Thomas Jones,see,theme,,0.0,0.4
655,laudanum,655,"Browning, Robert ; Orr, Sutherland, Mrs.",PR,1891,,Male,Thomas Jones,thank,theme,,1.0,0.733333333333
687,opium,687,"Conrad, Joseph",PR,1923,male,Male,Chinaman,prick,agent,1.0,1.0,
687,opium,687,"Conrad, Joseph",PR,1923,male,Male,Chinaman,give,theme,,-1.0,0.233333333333
687,opium,687,"Conrad, Joseph",PR,1923,male,Male,Chinaman,stutter,agent,,,
687,opium,687,"Conrad, Joseph",PR,1923,male,Male,Chinaman,make,agent,1.0,1.0,0.1
717,soporific,717,"Hearn, Lafcadio",PS,1886,male,Male,Feliu,hop,agent,1.0,,
717,soporific,717,"Hearn, Lafcadio",PS,1886,male,Male,Feliu,enter,agent,1.0,1.0,0.4
720,opium,720,"Conrad, Joseph",PR,1890,male,Male,Jim- Eng,see,agent,-1.0,0.0,0.433333333333
720,opium,720,"Conrad, Joseph",PR,1890,male,Male,Jim- Eng,seek,agent,1.0,-1.0,0.333333333333
720,opium,720,"Conrad, Joseph",PR,1890,male,Male,Jim- Eng,save,theme,,-1.0,0.6
720,opium,720,"Conrad, Joseph",PR,1890,male,Male,Jim- Eng,hear,agent,-1.0,-1.0,0.3
720,opium,720,"Conrad, Joseph",PR,1890,male,Male,Jim- Eng,long,agent,,,
720,opium,720,"Conrad, Joseph",PR,1890,male,Male,Jim-Eng,lead,theme,,-1.0,0.166666666667
